"HEADER_NAME","HEADER_VALUE"
"MA0097","1.03149563583763e-16"
"MA0098","2.44283174173207e-16"
"MA0099","7.35266201384159e-17"
"MA0100","1.3659771964687e-16"
"MA0102","1.2812662256606e-16"
"MA0103","1.00111801685865e-16"
"MA0104","4.81223966780187e-16"
"MA0105","3.71546679753415e-16"
"MA0106","5.3974e-16"
"MA0107","1.67172099170064e-15"
"MA0109","1.08261858615819e-16"
"MA0110","1.4076985722105e-16"
"MA0111","3.35191928112806e-17"
"MA0112","5.79603970155324e-17"
"MA0113","2.55802139245782e-17"
"MA0114","1.705e-16"
"MA0115","5.52582419038553e-17"
"MA0117","4.47136801784179e-16"
"MA0118","2.70007596259814e-17"
"MA0120","1.18898494995201e-15"
"MA0121","7.00790692204134e-16"
"MA0124","8.87727082656234e-17"
"MA0127","3.66116824306172e-16"
"MA0128","9.65012951054875e-16"
"MA0129","4.65424524739798e-16"
"MA0130","9.93662954590925e-16"
"MA0132","1.31961412217016e-17"
"MA0134","3.36204654208872e-16"
"MA0135","9.51560504184621e-17"
"MA0137","8.56126059955389e-16"
"MA0139","4.22428821437745e-16"
"MA0140","3.13167325322241e-16"
"MA0141","3.76614060167083e-16"
"MA0143","1.12608611474888e-16"
"MA0144","6.99516335498309e-16"
"MA0145","7.55823292622889e-16"
"MA0146","3.9416e-16"
"MA0147","4.06817291771643e-16"
"MA0148","1.65952595163453e-16"
"MA0150","4.53364684879681e-16"
"MA0154","8.29838876716369e-16"
"MA0156","2.6336e-16"
"MA0159","2.8824066183805e-16"
"MA0160","1.0248487058744e-16"
"MA0162","2.3729075379342e-16"
"MA0163","8.658e-17"
"MA0164","4.18326020317249e-16"
"MA0165","1.06845990270469e-15"
"MA0168","5.3471e-16"
"MA0171","1.51098849092936e-16"
"MA0172","4.31771576449205e-17"
"MA0173","3.9124285470831e-16"
"MA0175","2.89909719621158e-16"
"MA0176","1.67134755200936e-16"
"MA0177","4.5372886294251e-17"
"MA0181","1.67967668335483e-16"
"MA0185","1.13558589448392e-15"
"MA0187","9.41936446359531e-16"
"MA0191","1.72525552363829e-16"
"MA0192","2.51194126565783e-16"
"MA0194","2.72305872890598e-16"
"MA0195","8.35481985073781e-17"
"MA0196","4.50141365611793e-16"
"MA0198","2.05385768290833e-17"
"MA0200","1.75546167825261e-16"
"MA0201","1.01472968957166e-16"
"MA0203","1.84924720803005e-16"
"MA0205","9.15149992259589e-17"
"MA0206","1.17896698493573e-16"
"MA0209","2.59310730988729e-16"
"MA0210","1.31453781488021e-16"
"MA0211","3.04651155649041e-16"
"MA0212","3.86749965775168e-16"
"MA0213","9.52238918721724e-17"
"MA0216","6.90797124746743e-16"
"MA0221","1.8168406201733e-16"
"MA0223","1.39060396851985e-16"
"MA0224","3.95205903434527e-17"
"MA0225","4.14565717253528e-16"
"MA0227","1.2048459545465e-16"
"MA0230","1.76089871551514e-16"
"MA0233","1.97159196662545e-16"
"MA0236","1.13632939011338e-16"
"MA0238","5.29666935807391e-16"
"MA0240","1.10486225287326e-16"
"MA0241","3.00548362594601e-16"
"MA0247","2.70972707241621e-16"
"MA0250","1.96885501859924e-16"
"MA0259","6.28085855393638e-16"
"MA0266","1.84133018752378e-16"
"MA0268","5.26690110925435e-16"
"MA0275","1.8654e-16"
"MA0276","2.24815504884368e-16"
"MA0283","2.05281017798696e-16"
"MA0287","4.80337378560961e-17"
"MA0303","2.88486840395101e-16"
"MA0304","6.8832710966054e-17"
"MA0308","7.24054788525814e-16"
"MA0313","1.1584591337408e-16"
"MA0322","8.27634952130436e-17"
"MA0324","1.3886265898562e-15"
"MA0326","1.89152474665621e-16"
"MA0328","2.9127e-16"
"MA0329","5.11430939429606e-17"
"MA0334","3.26249337943456e-16"
"MA0335","1.47567692588891e-16"
"MA0336","5.643e-17"
"MA0337","3.4515074511866e-17"
"MA0338","5.14076834286322e-17"
"MA0344","5.36890970425833e-16"
"MA0345","1.23175211698841e-16"
"MA0346","2.20991660771766e-16"
"MA0347","2.19491221778174e-17"
"MA0349","7.00787392713029e-16"
"MA0350","1.41000784057631e-16"
"MA0354","1.58509865715969e-15"
"MA0356","2.68161319613518e-16"
"MA0357","1.76195602610026e-16"
"MA0358","1.21780979958318e-16"
"MA0360","3.36776057435301e-16"
"MA0362","8.08707928810328e-17"
"MA0363","6.98419453021187e-17"
"MA0365","7.7695552096218e-17"
"MA0366","1.15639547136458e-16"
"MA0369","5.73458156633686e-17"
"MA0372","1.7459557262705e-15"
"MA0373","1.37206175961378e-16"
"MA0375","4.55859924880692e-16"
"MA0377","1.41442289208981e-16"
"MA0381","3.59349348076176e-16"
"MA0385","1.10318518229683e-16"
"MA0386","1.50793337119652e-15"
"MA0387","1.00446598396309e-16"
"MA0388","3.43334441285917e-16"
"MA0389","6.22510183873803e-17"
"MA0393","1.5586e-16"
"MA0404","1.45216789548422e-16"
"MA0405","5.57648047680854e-16"
"MA0407","1.56785041404748e-16"
"MA0409","8.2145e-16"
"MA0410","3.61865469702973e-16"
"MA0412","1.46557349756319e-16"
"MA0415","5.40012140874342e-17"
"MA0416","1.48698562934496e-16"
"MA0419","3.6782e-16"
"MA0420","4.8352e-16"
"MA0423","2.11243836059995e-15"
"MA0424","7.37998534437523e-17"
"MA0426","2.29797581279715e-16"
"MA0431","6.3407783495217e-17"
"MA0432","1.87801229589893e-17"
"MA0433","9.9000011897959e-19"
"MA0442","5.55346562874691e-17"
"MA0444","9.0708048441145e-16"
"MA0445","1.15342108493159e-16"
"MA0449","1.35581713067349e-16"
"MA0451","2.29555939063746e-15"
"MA0454","7.6808847747e-17"
"MA0455","2.28615933395781e-16"
"MA0464","8.06351842900558e-17"
"MA0465","6.53992577244024e-17"
"MA0466","2.70714167365278e-16"
"MA0469","3.2284e-16"
"MA0471","8.45943072895968e-16"
"MA0476","2.41931605646407e-16"
"MA0481","3.34070052970452e-16"
"MA0485","3.67379607992342e-17"
"MA0488","1.91515627988508e-16"
"MA0489","5.48467242911317e-16"
"MA0490","3.64149739778329e-16"
"MA0491","1.48589708382529e-16"
"MA0498","1.29879292391702e-16"
"MA0503","1.11871833145008e-16"
"MA0505","3.41769850174724e-16"
"MA0506","1.97353139110484e-16"
"MA0508","3.41067697975349e-16"
"MA0511","5.1981269794575e-15"
"MA0514","2.93765207953148e-16"
"MA0516","6.96e-17"
"MA0517","1.08862665088002e-16"
"MA0521","1.81244939644586e-16"
"MA0532","9.31594859406562e-16"
"MA0535","7.25386164346611e-17"
"MA0536","1.09756310328225e-15"
"MA0545","1.94849861155713e-16"
"MA0547","2.81235774586577e-17"
"MA0554","2.74856688034015e-16"
"MA0566","6.2674e-16"
"MA0568","8.59780218818313e-17"
"MA0569","6.11232197266831e-17"
"MA0584","2.17605956141595e-17"
"MA0585","1.17169915406794e-17"
"MA0591","2.00383935095216e-17"
"MA0593","5.01889934520749e-17"
"MA0595","2.22111336158284e-16"
"MA0596","3.835089170878e-16"
"MA0598","6.15306415407552e-17"
"MA0599","6.91187747327401e-17"
"MA0602","2.15014674336123e-16"
"MA0604","6.42603995331864e-17"
"MA0618","4.63868801607939e-16"
"MA0623","1.44979767976933e-17"
"MA0626","1.66437787258822e-16"
"MA0635","1.69956695263314e-16"
"MA0654","3.5953e-16"
"MA0663","1.20495494885782e-16"
"MA0667","9.09429441579076e-17"
"MA0674","1.43837480044679e-16"
"MA0675","1.59234708844923e-16"
"MA0680","9.95816201002552e-17"
"MA0683","1.04361036125066e-16"
"MA0690","4.76375353165425e-16"
"MA0691","9.4537052258201e-17"
"MA0694","1.49386680301336e-16"
"MA0696","1.11777344239748e-16"
"MA0702","8.89506728492704e-16"
"MA0704","5.25616867849366e-15"
"MA0705","2.91750035064825e-16"
"MA0709","1.54560085386599e-16"
"MA0712","5.02042422129257e-16"
"MA0713","1.4268157848333e-16"
"MA0735","8.59762026371732e-17"
"MA0739","7.13824339752935e-17"
"MA0740","1.18928144393177e-16"
"MA0747","6.21574606623669e-16"
"MA0751","1.79893748114765e-16"
"MA0752","4.99820481258925e-17"
"MA0760","5.81679210057328e-17"
"MA0762","2.08180128309057e-16"
"MA0769","1.97251539856938e-16"
"MA0772","2.52061449253389e-16"
"MA0773","1.95761609064233e-16"
"MA0776","3.05671194466365e-16"
"MA0778","4.77435477387998e-17"
"MA0780","1.48574053476563e-16"
"MA0784","1.63082309665981e-16"
"MA0786","1.58301988046999e-16"
"MA0788","2.1581556817636e-16"
"MA0790","1.7558991833247e-15"
"MA0791","1.21964875174107e-16"
"MA0804","2.26710334145991e-16"
"MA0814","4.55595956637724e-16"
"MA0849","1.03549725015276e-16"
"MA0895","3.78647503308948e-16"
"MA0909","3.36297549276104e-16"
"MA0914","4.11726826839954e-17"
"MA0980","1.53529788855662e-16"
"MA1015","1.258376592645e-16"
"MA1021","7.61714098728427e-17"
"MA1036","6.46776721323746e-17"
"MA1093","2.8716404826702e-16"
"MA1107","9.54912821588765e-17"
"MA1171","6.24856870846376e-17"
"MA1467","1.11528013303482e-16"
